year,tag,site,treatment,species,ecoGrp,height,heightNext,diam,diamNext,canopyCover,shrubCover,grassCover,green,scorchHt,resprout,died
2,1236,Shark Bay A,Annual,Etetr,Eucalypt,70,97,NA,0.5,0.285592853,5,0,No,220,Basal,No
2,273,Imalu,Annual,Cneso,Eucalypt,49,98,NA,0.4,0.470589193,2,18,No,800,Basal,No
2,968,Pikertaramoor,Annual,Etetr,Eucalypt,125,98,NA,0.8,0.27835612,NA,NA,No,800,Basal,No
2,715,Taracumbi,Annual,Emini,Eucalypt,141.9,98.5,1,1.1,0.141285807,NA,NA,No,1800,Basal,No
1,729,Shark Bay A,Annual,Aexce,Pantropical,122.5,180.5,NA,1.2,0.348652344,19,1,Yes,0,None,No
2,729,Shark Bay A,Annual,Aexce,Pantropical,180.5,228,1.2,1.4,0.348652344,19,1,Yes,0,None,No
1,730,Pikertaramoor,Annual,Gheli,Proteaceae,93,115,NA,1.1,0.351201172,NA,NA,Yes,90,Epicormic,No
2,609,Taracumbi,Annual,Cneso,Eucalypt,64,99.5,NA,0.5,0.247665538,9,6,No,1200,Basal,No
2,1002,Pikertaramoor,Annual,Etetr,Eucalypt,68,99.5,NA,0.7,0.152076823,NA,NA,No,1000,Basal,No
2,1006,Pikertaramoor,Annual,Emini,Eucalypt,103,99.5,NA,0.7,0.151953125,NA,NA,No,1000,Basal,No
1,537,Taracumbi,Annual,Emini,Eucalypt,175.5,100,1.4,NA,0.401803484,24.5,10.5,No,450,Basal,No
1,679,Taracumbi,Annual,Alate,Acacia,206.5,100,1.8,NA,0.168776042,18,42,No,240,Basal,No
2,762,Taracumbi,Annual,Etetr,Eucalypt,140,100,NA,0.4,0.202783203,24.5,10.5,No,1000,Basal,No
1,933,Pikertaramoor,Annual,Emini,Eucalypt,172,100,1.1,NA,0.251933594,NA,NA,No,190,Basal,No
1,988,Pikertaramoor,Annual,Etetr,Eucalypt,52.5,100,NA,NA,0.270403646,NA,NA,No,120,Basal,No
1,2231,Shark Bay C,Annual,Aexce,Pantropical,130.5,100,1,NA,0.460696615,20,5,No,200,Basal,No
1,528,Imalu,Annual,Tferd,Pantropical,97.5,100.5,1.3,1.2,0.267744141,13.75,11.25,No,200,Both,No
1,532,Imalu,Annual,Bmega,Pantropical,96,100.5,2,1.7,0.337373047,12,3,No,240,Basal,No
2,626,Taracumbi,Annual,Cneso,Eucalypt,31,100.5,NA,0.5,0.325807327,7,28,No,2000,Basal,No
1,691,Imalu,Annual,Echlo,Pantropical,49,100.5,1.1,2,0.286741536,3,17,No,200,Basal,No
2,258,Imalu,Annual,Cneso,Eucalypt,70,101,NA,0.5,0.359851068,0.6,29.4,No,1500,Basal,No
2,706,Imalu,Annual,Cneso,Eucalypt,146.7,101,0.8,0.5,0.346546224,6.25,18.75,No,1200,Basal,No
2,941,Pikertaramoor,Annual,Aexce,Pantropical,67,101,NA,0.6,0.319508464,NA,NA,No,1000,Basal,No
1,695,Shark Bay B,Annual,Aexce,Pantropical,121.5,101.5,NA,1,0.185061849,14,6,No,190,Basal,No
1,948,Shark Bay B,Annual,Aexce,Pantropical,205.4,102,1.4,NA,0.576082953,0.5,9.5,No,240,Basal,No
2,34,Pikertaramoor,Annual,Emini,Eucalypt,93,102.5,NA,1,0.179322917,NA,NA,No,1000,Basal,No
1,740,Shark Bay A,Annual,Pcare,Pantropical,157,173.7,2.4,2.6,0.358027344,0,1,Yes,0,None,No
2,740,Shark Bay A,Annual,Pcare,Pantropical,173.7,189,2.6,2.7,0.358027344,0,1,Yes,0,None,No
1,741,Shark Bay A,Annual,Emini,Eucalypt,36.5,50,NA,NA,0.428691406,2.5,2.5,Yes,0,Basal,No
2,641,Pikertaramoor,Annual,Gheli,Proteaceae,129.5,102.5,1,0.7,0.368115234,NA,NA,No,1000,Basal,No
1,662,Taracumbi,Annual,Etetr,Eucalypt,210.5,103,1.8,NA,0.124527995,35,0,No,900,Basal,No
1,726,Taracumbi,Annual,Aexce,Pantropical,167,103,1.2,NA,0.497320964,17.5,17.5,No,450,None,No
1,1006,Pikertaramoor,Annual,Emini,Eucalypt,161,103,1.7,NA,0.151953125,NA,NA,No,190,Basal,No
1,24B,Taracumbi,Annual,Pcare,Pantropical,84,103,NA,NA,0.166777344,25,25,No,340,Basal,No
2,646,Imalu,Annual,Bmega,Pantropical,140.9,103.1,2.6,1.7,0.199869792,12,3,No,500,Basal,No
2,905,Pikertaramoor,Annual,Cneso,Eucalypt,231.5,103.5,1.2,1,0.443893229,NA,NA,No,1200,Basal,No
1,572,Imalu,Annual,Emini,Eucalypt,127,104,NA,1,0.4628125,1.6,18.4,No,240,Basal,No
1,578,Taracumbi,Annual,Bobov,Pantropical,84.5,104,1.3,1,0.106578776,34,6,No,320,Basal,No
1,747,Shark Bay A,Annual,Etetr,Eucalypt,117.5,124,NA,NA,0.343720703,6,4,Yes,0,None,No
2,747,Shark Bay A,Annual,Etetr,Eucalypt,124,178,NA,0.9,0.343720703,6,4,Yes,0,None,No
1,728,Taracumbi,Annual,Aexce,Pantropical,95.5,104,NA,NA,0.338183594,18,12,No,750,Basal,No
2,1224,Shark Bay A,Annual,Etetr,Eucalypt,200.5,104,1.5,0.5,0.394003906,2.5,2.5,No,220,Basal,No
2,243,Imalu,Annual,Bmega,Pantropical,83,104.2,2.6,1.7,0.295221354,12,8,No,2000,Basal,No
2,530,Imalu,Annual,Bmega,Pantropical,141.8,104.5,2.4,1.5,0.385012079,1.8,13.2,No,1800,Basal,No
1,661,Shark Bay C,Annual,Alate,Acacia,104,104.5,NA,NA,0.187529297,18,2,No,260,Basal,No
2,769,Taracumbi,Annual,Aexce,Pantropical,70,104.5,NA,0.6,0.255432943,26.25,8.75,No,1200,Basal,No
2,571,Imalu,Annual,Etetr,Eucalypt,110,105,0.8,1,0.3732211,24,6,No,800,Basal,No
1,989,Pikertaramoor,Annual,Etetr,Eucalypt,84.5,105,NA,NA,0.135136719,NA,NA,No,100,Basal,No
1,1295,Taracumbi,Annual,Gheli,Proteaceae,146,105,1.7,1.2,0.261643398,17.5,17.5,No,270,Basal,No
1,2298,Shark Bay C,Annual,Gheli,Proteaceae,85,105,1,1,0.268802083,34,6,No,210,Basal,No
2,2246,Pikertaramoor,Annual,Gheli,Proteaceae,145,105.5,1.2,0.9,0.277539062,NA,NA,No,1000,Both,No
2,662,Taracumbi,Annual,Etetr,Eucalypt,103,106,NA,0.9,0.124527995,35,0,No,1500,Basal,No
1,734,Taracumbi,Annual,Aexce,Pantropical,153.9,106,1.2,NA,0.393128255,NA,NA,No,900,Basal,No
2,1225,Shark Bay A,Annual,Cneso,Eucalypt,100,106,NA,0.5,0.349775391,9.5,0.5,No,180,Basal,No
2,1287,Taracumbi,Annual,Gheli,Proteaceae,128,106,1.6,1.1,0.28060191,18.75,6.25,No,2000,Basal,No
2,255,Imalu,Annual,Bobov,Pantropical,135,106.1,3.4,1.7,0.332568359,0,55,No,1500,Both,No
1,756,Taracumbi,Annual,Emini,Eucalypt,408.9,510.6,3,3.2,0.219817299,0,45,Yes,230,Basal,No
1,2223,Shark Bay C,Annual,Emini,Eucalypt,100,106.5,NA,NA,0.231091974,1,19,No,250,Basal,No
2,2295,Shark Bay C,Annual,Aexce,Pantropical,60,106.5,NA,0.4,0.403548177,24,16,No,800,Basal,No
1,678,Imalu,Annual,Cneso,Eucalypt,60.3,107,NA,NA,0.252402344,1.5,28.5,No,160,Basal,No
2,796,Pikertaramoor,Annual,Etetr,Eucalypt,92,107,NA,0.7,0.196884766,NA,NA,No,1200,Basal,No
1,903,Pikertaramoor,Annual,Etetr,Eucalypt,104.5,107,NA,NA,0.363580729,NA,NA,No,200,Basal,No
1,906,Pikertaramoor,Annual,Aexce,Pantropical,121.5,107,NA,NA,0.291669922,NA,NA,No,150,Basal,No
1,967,Pikertaramoor,Annual,Aexce,Pantropical,121,107,NA,NA,0.15288737,NA,NA,No,170,Basal,No
2,669,Taracumbi,Annual,Cneso,Eucalypt,60,108,NA,0.6,0.385494792,21,14,No,1800,Basal,No
1,2266,Shark Bay C,Annual,Gheli,Proteaceae,83,108,1,1.1,0.154000651,12,48,No,280,Basal,No
1,761,Taracumbi,Annual,Etetr,Eucalypt,100,135,NA,NA,0.228671875,15,10,Yes,140,Basal,No
1,761,Taracumbi,Annual,Etetr,Eucalypt,100,135,NA,NA,0.228671875,15,10,Yes,140,Basal,No
1,298,Shark Bay B,Annual,Aexce,Pantropical,141.7,108.5,NA,NA,0.273891094,1.5,8.5,No,180,Both,No
1,289,Imalu,Annual,Echlo,Pantropical,199.6,109,2.3,1.4,0.341216064,4.5,25.5,No,250,Basal,No
2,966,Shark Bay A,Annual,Aexce,Pantropical,70,109,NA,0.6,0.636871745,20,0,No,150,Basal,No
1,763,Taracumbi,Annual,Alate,Acacia,328,431.9,2.6,3.1,0.14171875,15,15,Yes,165,None,No
2,2266,Shark Bay C,Annual,Gheli,Proteaceae,108,109.5,1.1,1,0.154000651,12,48,No,400,Basal,No
1,764,Taracumbi,Annual,Emini,Eucalypt,337,412.2,3.4,3.2,0.245660807,33,22,Yes,300,None,No
2,268,Imalu,Annual,Tferd,Pantropical,89,109.6,1.1,1.3,0.376510417,0.3,14.7,No,400,Basal,No
1,244,Imalu,Annual,Emini,Eucalypt,66.5,110,NA,1,0.305029297,3.5,6.5,No,130,Basal,No
1,305,Imalu,Annual,Pcare,Pantropical,124,110,2.4,2.2,0.236822917,2,18,No,410,Basal,No
2,523,Shark Bay B,Annual,Emini,Eucalypt,92.5,110,NA,0.5,0.25296224,1,19,No,180,Basal,No
1,571,Imalu,Annual,Etetr,Eucalypt,73.5,110,NA,0.8,0.3732211,24,6,No,120,Basal,No
2,594,Shark Bay B,Annual,Gheli,Proteaceae,79.5,110,NA,0.7,0.220836589,7.5,7.5,No,180,Basal,No
1,767,Taracumbi,Annual,Pcare,Pantropical,69.5,0,NA,NA,0.083108724,NA,NA,Yes,70,Both,No
1,664,Taracumbi,Annual,Emini,Eucalypt,148.1,110,NA,NA,0.208753255,12.5,12.5,No,330,Basal,No
1,731,Taracumbi,Annual,Emini,Eucalypt,128.5,110,NA,1,0.351946615,14,26,No,900,Basal,No
2,976,Pikertaramoor,Annual,Aexce,Pantropical,120,110,NA,0.6,0.306386719,NA,NA,No,800,Basal,No
1,2274,Taracumbi,Annual,Gheli,Proteaceae,90,110,1.3,1.4,0.321406423,14,21,No,400,Basal,No
1,25B,Taracumbi,Annual,Cneso,Eucalypt,162.5,110,1.6,NA,0.144576823,32,48,No,190,Basal,No
1,2224,Shark Bay C,Annual,Bmega,Pantropical,106,110.1,2.4,1.6,0.383554503,16,4,No,290,Basal,No
1,304,Imalu,Annual,Tferd,Pantropical,83,111,1.3,1,0.255901693,6,14,No,230,Basal,No
1,771,Shark Bay B,Annual,Etetr,Eucalypt,179.4,110.5,1,NA,0.570992839,21,14,Yes,150,Basal,No
1,771,Shark Bay B,Annual,Etetr,Eucalypt,179.4,110.5,1,NA,0.570992839,21,14,Yes,150,Basal,No
2,772,Shark Bay B,Annual,Aexce,Pantropical,398.7,418.5,4.7,4.9,0.353509115,9.5,0.5,Yes,180,None,No
1,772,Shark Bay B,Annual,Aexce,Pantropical,424.1,398.7,4.5,4.7,0.353509115,9.5,0.5,Yes,0,None,No
2,2237,Shark Bay C,Annual,Alate,Acacia,44,111.5,NA,0.6,0.282552083,12,3,No,1000,Basal,No
2,2262,Shark Bay C,Annual,Gheli,Proteaceae,96,111.5,NA,1,0.249697266,22.75,42.25,No,500,Basal,No
1,774,Shark Bay B,Annual,Bobov,Pantropical,55,82,1.2,1.5,0.305221354,15,0,Yes,0,None,No
2,2203,Shark Bay C,Annual,Alate,Acacia,128,111.8,NA,0.5,0.257227015,16.5,38.5,No,200,Basal,No
1,277,Shark Bay B,Annual,Pcare,Pantropical,122,112,1.5,1.7,0.211097005,24,6,No,250,Epicormic,No
2,798,Shark Bay B,Annual,Tferd,Pantropical,104.5,112,1.1,1,0.142314453,21.25,63.75,No,150,Both,No
2,776,Shark Bay B,Annual,Pcare,Pantropical,227,253.1,3.4,3.2,0.267500372,5,5,Yes,0,None,No
1,776,Shark Bay B,Annual,Pcare,Pantropical,232,227,3.5,3.4,0.267500372,5,5,Yes,0,None,No
2,777,Shark Bay B,Annual,Cneso,Eucalypt,81.5,75,NA,0.3,0.289576823,40.5,4.5,Yes,50,None,No
1,777,Shark Bay B,Annual,Cneso,Eucalypt,164,81.5,NA,NA,0.289576823,40.5,4.5,Yes,120,None,No
2,778,Shark Bay B,Annual,Tferd,Pantropical,56.5,80,1,1.2,0.277249349,36,4,Yes,0,None,No
2,17,Pikertaramoor,Annual,Cneso,Eucalypt,75,112.5,NA,0.6,0.155380859,NA,NA,No,1000,Basal,No
2,610,Taracumbi,Annual,Emini,Eucalypt,95,112.5,NA,0.6,0.258870956,9,36,No,2000,Basal,No
1,312,Imalu,Annual,Etetr,Eucalypt,90.7,113,NA,NA,0.200205078,1.25,23.75,No,190,Basal,No
1,780,Shark Bay B,Annual,Etetr,Eucalypt,461,491,3.7,4,0.405406901,8,12,Yes,155,None,No
1,703,Imalu,Annual,Etetr,Eucalypt,136,113,NA,NA,0.332301432,0.5,9.5,No,390,Basal,No
2,779,Pikertaramoor,Annual,Cneso,Eucalypt,82,113,NA,0.6,0.122294922,NA,NA,No,1000,Basal,No
2,1237,Shark Bay A,Annual,Emini,Eucalypt,100,113,NA,0.5,0.242207031,31.5,3.5,No,240,Basal,No
2,21A,Pikertaramoor,Annual,Aexce,Pantropical,95,113,NA,0.6,0.152838542,NA,NA,No,800,Basal,No
1,782,Shark Bay B,Annual,Aexce,Pantropical,224.4,104,1.4,NA,0.499899089,NA,NA,Yes,120,Basal,No
1,782,Shark Bay B,Annual,Aexce,Pantropical,224.4,104,1.4,NA,0.499899089,NA,NA,Yes,120,Basal,No
2,583,Imalu,Annual,Cneso,Eucalypt,81,113.5,NA,0.3,0.252135685,3,17,No,1500,Basal,No
1,1222,Shark Bay A,Annual,Etetr,Eucalypt,130,114,NA,NA,0.353091207,16,4,No,190,Basal,No
2,573,Imalu,Annual,Etetr,Eucalypt,140,114.6,1,0.6,0.184036727,13,7,No,1500,Basal,No
1,760,Taracumbi,Annual,Aexce,Pantropical,114.5,115,1.2,NA,0.153844401,15,10,No,500,Basal,No
1,785,Shark Bay B,Annual,Tferd,Pantropical,261.4,282.5,3.8,4,0.358151042,11.25,63.75,Yes,205,Basal,No
1,785,Shark Bay B,Annual,Tferd,Pantropical,261.4,282.5,3.8,4,0.358151042,11.25,63.75,Yes,205,Basal,No
1,2287,Shark Bay A,Annual,Gheli,Proteaceae,83.5,115,NA,1.5,0.605397135,5,0,No,95,Basal,No
1,786,Shark Bay B,Annual,Bobov,Pantropical,74,108,1.3,1.8,0.412171224,5,5,Yes,0,None,No
2,786,Shark Bay B,Annual,Bobov,Pantropical,108,66,1.8,NA,0.412171224,5,5,Yes,150,Basal,No
2,299,Imalu,Annual,Pcare,Pantropical,124,115.2,1.5,2,0.275068359,3,17,No,1500,Basal,No
2,705,Shark Bay B,Annual,Aexce,Pantropical,60.5,116,NA,0.6,0.569339193,9,6,No,100,Basal,No
2,694,Imalu,Annual,Bmega,Pantropical,86,116.9,2,2.1,0.339706213,21,9,No,1200,Basal,No
1,999,Pikertaramoor,Annual,Etetr,Eucalypt,136.5,117,NA,NA,0.291634115,NA,NA,No,200,Basal,No
1,743,Taracumbi,Annual,Emini,Eucalypt,115.5,118,1,NA,0.283203125,2,18,No,380,Basal,No
1,983,Pikertaramoor,Annual,Etetr,Eucalypt,99,118,NA,NA,0.235572917,NA,NA,No,100,Basal,No
1,1265,Taracumbi,Annual,Gheli,Proteaceae,134,118,1.5,1.2,0.328451526,3.5,31.5,No,380,Basal,No
1,790,Pikertaramoor,Annual,Cneso,Eucalypt,221.5,47,1.3,NA,0.216731771,NA,NA,Yes,250,Both,No
1,308,Imalu,Annual,Etetr,Eucalypt,90.5,119,NA,0.8,0.33265625,0,25,No,250,Basal,No
1,791,Shark Bay B,Annual,Etetr,Eucalypt,91.5,56,NA,NA,0.267444661,12,8,Yes,50,Basal,No
1,791,Shark Bay B,Annual,Etetr,Eucalypt,91.5,56,NA,NA,0.267444661,12,8,Yes,50,Basal,No
1,792,Shark Bay B,Annual,Tferd,Pantropical,354.4,365.5,3.9,4.4,0.208141276,7,28,Yes,190,None,No
2,792,Shark Bay B,Annual,Tferd,Pantropical,365.5,110,4.4,1.1,0.208141276,7,28,Yes,200,None,No
2,793,Shark Bay B,Annual,Etetr,Eucalypt,94.5,50,NA,NA,0.33046224,21,14,Yes,0,None,No
1,793,Shark Bay B,Annual,Etetr,Eucalypt,96.5,94.5,NA,NA,0.33046224,21,14,Yes,75,Basal,No
1,793,Shark Bay B,Annual,Etetr,Eucalypt,96.5,94.5,NA,NA,0.33046224,21,14,Yes,75,Basal,No
1,794,Shark Bay B,Annual,Pcare,Pantropical,111,120.5,1,1.8,0.305221354,4.5,0.5,Yes,0,None,No
2,713,Taracumbi,Annual,Echlo,Pantropical,44,119.5,NA,1.3,0.387132161,4,16,No,1500,Basal,No
2,736,Taracumbi,Annual,Aexce,Pantropical,213.7,119.5,1.7,0.6,0.10047526,7.5,7.5,No,600,Basal,No
2,998,Pikertaramoor,Annual,Cneso,Eucalypt,43,119.5,NA,0.6,0.307392578,NA,NA,No,1000,Basal,No
1,520,Shark Bay B,Annual,Cneso,Eucalypt,248,120,1.5,NA,0.323017578,14,21,No,450,Basal,No
1,555,Taracumbi,Annual,Cneso,Eucalypt,87,120,NA,NA,0.374117084,4,36,No,380,Basal,No
1,750,Taracumbi,Annual,Aexce,Pantropical,178.7,120,1.4,NA,0.13816649,28,12,No,390,Basal,No
1,992,Pikertaramoor,Annual,Etetr,Eucalypt,78.5,120,NA,NA,0.195152995,NA,NA,No,190,Basal,No
1,798,Shark Bay B,Annual,Tferd,Pantropical,99.1,104.5,1.3,1.1,0.142314453,21.25,63.75,Yes,90,Basal,No
1,1228,Shark Bay A,Annual,Emini,Eucalypt,133,120,1,NA,0.254140625,6,4,No,185,Basal,No
1,799,Shark Bay B,Annual,Tferd,Pantropical,336.5,345,4.2,4.3,0.486051432,4,6,Yes,200,None,No
2,799,Shark Bay B,Annual,Tferd,Pantropical,345,369.5,4.3,4.3,0.486051432,4,6,Yes,200,None,No
1,2227,Imalu,Annual,Gheli,Proteaceae,332.5,120,2.8,1.1,0.305060461,0,15,No,380,Both,No
2,2276,Shark Bay A,Annual,Gheli,Proteaceae,90,120.5,NA,0.8,0.697539062,0,1,No,170,Basal,No
1,240,Imalu,Annual,Emini,Eucalypt,111,121,1,NA,0.406848958,0,25,No,200,Basal,No
2,250,Imalu,Annual,Emini,Eucalypt,223,121,1.5,0.7,0.23236255,2,18,No,1500,Basal,No
2,782,Shark Bay B,Annual,Aexce,Pantropical,104,121,NA,0.7,0.499899089,NA,NA,No,250,Basal,No
2,1004,Pikertaramoor,Annual,Cneso,Eucalypt,144,121,NA,0.5,0.201389974,NA,NA,No,800,Basal,No
2,24B,Taracumbi,Annual,Pcare,Pantropical,103,121,NA,1,0.166777344,25,25,No,1500,Basal,No
2,246,Imalu,Annual,Cneso,Eucalypt,50,121.5,NA,0.5,0.328959279,8.25,6.75,No,2000,Basal,No
2,306,Imalu,Annual,Bobov,Pantropical,162,121.5,3,1.7,0.364052734,10,10,No,1000,Basal,No
1,905,Pikertaramoor,Annual,Cneso,Eucalypt,189.7,231.5,1.2,1.2,0.443893229,NA,NA,Yes,160,Basal,No
1,2251,Shark Bay C,Annual,Alate,Acacia,90.5,121.5,NA,NA,0.237046898,16,4,No,380,Basal,No
2,726,Taracumbi,Annual,Aexce,Pantropical,103,122,NA,0.6,0.497320964,17.5,17.5,No,1500,Basal,No
2,728,Taracumbi,Annual,Aexce,Pantropical,104,122,NA,0.7,0.338183594,18,12,No,1000,Basal,No
2,2279,Imalu,Annual,Gheli,Proteaceae,42,122.5,NA,0.7,0.28929071,0.75,14.25,No,1500,Basal,No
1,755,Taracumbi,Annual,Aexce,Pantropical,134.5,123,1,NA,0.100289714,24,16,No,360,Basal,No
1,797,Pikertaramoor,Annual,Etetr,Eucalypt,158.4,123,1.3,1.4,0.128466797,NA,NA,No,170,Epicormic,No
2,908,Shark Bay B,Annual,Etetr,Eucalypt,47,123,NA,0.7,0.489726562,16,4,No,100,Basal,No
2,265,Imalu,Annual,Bmega,Pantropical,70,123.1,1.1,2.3,0.290183573,3,12,No,2000,Basal,No
1,616,Shark Bay B,Annual,Cneso,Eucalypt,94.5,123.5,NA,NA,0.363056407,12,8,No,210,Basal,No
2,601,Imalu,Annual,Bmega,Pantropical,77,123.6,1.5,2.1,0.422006288,22.75,12.25,No,1000,Basal,No
1,299,Imalu,Annual,Pcare,Pantropical,87.5,124,1,1.5,0.275068359,3,17,No,180,Basal,No
2,1254,Shark Bay A,Annual,Etetr,Eucalypt,285.2,124,2.7,0.7,0.501852214,0.5,0.5,No,1500,Basal,No
2,912,Shark Bay B,Annual,Bobov,Pantropical,73.5,72,NA,0.6,0.318655599,13.5,1.5,Yes,0,Basal,No
1,913,Shark Bay B,Annual,Tferd,Pantropical,306.5,324,3.2,3.4,0.279866536,6,24,Yes,230,None,No
1,2290,Shark Bay C,Annual,Alate,Acacia,75.5,124,NA,NA,0.501113326,12.75,72.25,No,305,Basal,No
1,914,Shark Bay B,Annual,Bobov,Pantropical,59,89,1,1.3,0.194915365,0,5,Yes,0,None,No
2,914,Shark Bay B,Annual,Bobov,Pantropical,89,141.4,1.3,2.2,0.194915365,0,5,Yes,0,None,No
1,915,Shark Bay B,Annual,Bobov,Pantropical,217,240.5,4.4,4.5,0.176223958,10,10,Yes,120,None,No
2,915,Shark Bay B,Annual,Bobov,Pantropical,240.5,274.3,4.5,4.8,0.176223958,10,10,Yes,200,None,No
1,916,Shark Bay B,Annual,Etetr,Eucalypt,144,151,NA,1.1,0.237288411,8,2,Yes,100,None,No
2,916,Shark Bay B,Annual,Etetr,Eucalypt,151,121,1.1,1,0.237288411,8,2,Yes,0,Epicormic,No
2,2217,Shark Bay C,Annual,Cneso,Eucalypt,60,124.5,NA,0.5,0.307546176,NA,NA,No,800,Basal,No
1,917,Shark Bay B,Annual,Alate,Acacia,150.6,66,NA,NA,0.290316141,7.5,7.5,Yes,90,Basal,No
1,917,Shark Bay B,Annual,Alate,Acacia,150.6,66,NA,NA,0.290316141,7.5,7.5,Yes,90,Basal,No
2,2251,Shark Bay C,Annual,Alate,Acacia,121.5,124.5,NA,0.5,0.237046898,16,4,No,400,Basal,No
2,282,Imalu,Annual,Emini,Eucalypt,169.5,124.6,1.4,0.7,0.246884766,3,12,No,1500,Basal,No
1,919,Shark Bay B,Annual,Emini,Eucalypt,120,236,1,2.2,0.243173828,4.75,0.25,Yes,0,None,No
2,919,Shark Bay B,Annual,Emini,Eucalypt,236,169.3,2.2,1.1,0.243173828,4.75,0.25,Yes,0,None,No
1,920,Shark Bay B,Annual,Pcare,Pantropical,337,358,4.8,5.3,0.353704427,20,0,Yes,80,None,No
1,270,Imalu,Annual,Aexce,Pantropical,209.3,125,1.5,NA,0.399527995,1,9,No,280,Basal,No
2,921,Shark Bay B,Annual,Emini,Eucalypt,80,100,NA,0.6,0.476819661,0,20,NA,0,Basal,No
1,968,Pikertaramoor,Annual,Etetr,Eucalypt,123,125,NA,NA,0.27835612,NA,NA,No,140,Basal,No
2,8,Shark Bay A,Annual,Alate,Acacia,80,125.5,NA,0.5,0.355924479,12,8,No,0,Both,No
1,922,Shark Bay B,Annual,Cneso,Eucalypt,101.5,100.5,NA,NA,0.230449219,12,3,Yes,60,Basal,No
1,922,Shark Bay B,Annual,Cneso,Eucalypt,101.5,100.5,NA,NA,0.230449219,12,3,Yes,60,Basal,No
2,923,Shark Bay B,Annual,Pcare,Pantropical,110.3,133,1.6,1.8,0.478525391,2.5,2.5,Yes,0,Epicormic,No
1,923,Shark Bay B,Annual,Pcare,Pantropical,113.5,110.3,1.3,1.6,0.478525391,2.5,2.5,Yes,0,None,No
1,690,Shark Bay C,Annual,Gheli,Proteaceae,125.5,125.5,1.7,1.1,0.66565607,12,3,No,310,Basal,No
2,2224,Shark Bay C,Annual,Bmega,Pantropical,110.1,125.5,1.6,1.8,0.383554503,16,4,No,900,Basal,No
2,586,Imalu,Annual,Echlo,Pantropical,130,126,2.4,1.6,0.153287378,NA,NA,No,800,Basal,No
1,924,Shark Bay B,Annual,Aexce,Pantropical,103.5,126.5,1.2,1.1,0.260758932,0,80,No,160,Basal,No
1,926,Shark Bay A,Annual,Aexce,Pantropical,135,156.6,NA,1.3,0.437587891,9.5,0.5,NA,0,NA,No
2,2272,Shark Bay C,Annual,Aexce,Pantropical,81.5,126.5,NA,0.6,0.189366223,5,5,No,400,Basal,No
1,30,Pikertaramoor,Annual,Aexce,Pantropical,154,127,NA,NA,0.284915365,NA,NA,No,240,Basal,No
1,928,Shark Bay B,Annual,Emini,Eucalypt,174.2,216,1.6,1.8,0.403779297,8.5,1.5,Yes,70,None,No
2,928,Shark Bay B,Annual,Emini,Eucalypt,216,377.8,1.8,3.1,0.403779297,8.5,1.5,Yes,120,None,No
2,259,Imalu,Annual,Pcare,Pantropical,103,127.4,2.2,1.6,0.344488932,1.2,13.8,No,1500,Basal,No
1,929,Shark Bay B,Annual,Aexce,Pantropical,212.5,149.6,1.3,NA,0.568039221,9,6,Yes,110,Basal,No
1,929,Shark Bay B,Annual,Aexce,Pantropical,212.5,149.6,1.3,NA,0.568039221,9,6,Yes,110,Basal,No
1,930,Shark Bay B,Annual,Cneso,Eucalypt,256,304.3,1.5,2.3,0.363795573,9,1,Yes,160,Basal,No
2,930,Shark Bay B,Annual,Cneso,Eucalypt,304.3,388.6,2.3,3.9,0.363795573,9,1,Yes,140,None,No
2,700,Imalu,Annual,Pcare,Pantropical,64,127.5,NA,1.5,0.437177405,5,15,No,1500,Basal,No
1,1287,Taracumbi,Annual,Gheli,Proteaceae,117,128,2,1.6,0.28060191,18.75,6.25,No,430,Epicormic,No
1,932,Shark Bay B,Annual,Cneso,Eucalypt,561.5,631.5,4.4,5.1,0.369541137,0.5,9.5,Yes,120,None,No
2,932,Shark Bay B,Annual,Cneso,Eucalypt,631.5,692.5,5.1,4.9,0.369541137,0.5,9.5,Yes,240,None,No
2,1295,Taracumbi,Annual,Gheli,Proteaceae,105,128,1.2,1.1,0.261643398,17.5,17.5,No,1200,Basal,No
1,2203,Shark Bay C,Annual,Alate,Acacia,90.5,128,NA,NA,0.257227015,16.5,38.5,No,430,Basal,No
1,934,Shark Bay A,Annual,Etetr,Eucalypt,101,104,NA,NA,0.469427083,3.5,1.5,Yes,100,Basal,No
1,934,Shark Bay A,Annual,Etetr,Eucalypt,101,104,NA,NA,0.469427083,3.5,1.5,Yes,100,Basal,No
2,934,Shark Bay A,Annual,Etetr,Eucalypt,104,105,NA,0.7,0.469427083,3.5,1.5,Yes,50,Epicormic,No
2,2267,Shark Bay C,Annual,Aexce,Pantropical,90,128.5,NA,1,0.26007487,21,14,No,300,Basal,No
1,698,Imalu,Annual,Bobov,Pantropical,188.4,129,3.8,2.2,0.179035439,10,15,No,300,Basal,No
1,641,Pikertaramoor,Annual,Gheli,Proteaceae,93,129.5,NA,1,0.368115234,NA,NA,No,320,Basal,No
2,1202,Shark Bay A,Annual,Alate,Acacia,141.5,129.5,1.1,0.6,0.403310547,0.25,4.75,No,220,Basal,No
2,569,Shark Bay B,Annual,Aexce,Pantropical,92.5,130,NA,0.5,0.082340495,0,20,No,100,Basal,No
1,940,Shark Bay A,Annual,Aexce,Pantropical,160.5,210.2,1.1,1.7,0.677591146,0,5,Yes,0,None,No
